person_id,display_name,category,language,region,image_path,face_count,face_quality,blur_score,resolution,usable,consent_status,license_status
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\03b8fdee2f.jpg,0,low,811.9,620x450,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\04b40d4098.jpg,1,high,871.2,279x181,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\126b17334b.jpg,0,low,1642.0,259x194,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\14d77a4f94.jpg,1,high,2544.4,303x167,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\1b6e8a490c.jpg,1,high,483.6,183x275,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\1c08ed9538.jpg,1,high,4263.4,275x183,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\1d94a03ce9.jpg,1,high,461.4,194x259,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\28d6f9c369.jpg,0,low,815.2,310x163,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\2d48417ead.jpg,1,medium,93.1,1000x600,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\2fd0ec9b57.jpg,1,medium,42.1,1387x1387,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\38d428ba5c.jpg,0,low,1333.2,225x225,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\3d33e531e4.jpg,1,medium,69.5,477x268,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\3fe4d478d0.jpg,1,high,1212.5,264x191,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\4a4e10087b.jpg,1,high,1412.2,650x400,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\6b0eb36eb1.jpg,1,high,275.7,630x354,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\6d893e5644.jpg,1,high,138.4,1371x2048,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\74de7d9440.jpg,0,low,1374.7,650x400,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\7b8660fd92.jpg,1,medium,82.5,947x613,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\7df250adba.jpg,0,low,1800.3,297x170,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\7f4a122f59.jpg,1,high,464.0,1080x723,yes,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\7f835b48d9.jpg,0,low,380.6,591x422,no,unknown,unknown
abhay_deol,Abhay Deol,actors,unknown,unknown,datasets/raw\actors\abhay_deol\87e71515a0.jpg,1,high,780.0,300x168,yes,unknown,unknown
